Total Nacional;Municipios;Indicadores;Sexo;Periodo;Total
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2013;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2012;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2011;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2010;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2023;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2022;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2021;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2020;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2019;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2018;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2017;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2016;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2015;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2014;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2013;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2012;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2011;""
Total Nacional;València;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2010;""
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2023;58,64
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2022;56,79
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2021;56,43
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2020;55,65
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2019;56,1
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2018;56,8
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2017;56,76
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2016;57,21
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2015;57,12
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2014;57,46
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2013;57,3
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2012;57,78
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2011;58,45
Total Nacional;València;Tasa de actividad (Porcentaje);Total;2010;57,74
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2023;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2022;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2021;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2020;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2019;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2018;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2017;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2016;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2015;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2014;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2013;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2012;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2011;""
Total Nacional;València;Tasa de actividad (Porcentaje);Mujeres;2010;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2023;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2022;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2021;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2020;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2019;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2018;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2017;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2016;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2015;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2014;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2013;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2012;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2011;""
Total Nacional;València;Tasa de actividad (Porcentaje);Hombres;2010;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2023;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2022;92,46
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2021;92,17
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2020;92,25
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2019;92,3
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2018;92,36
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2017;91,32
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2016;91,9
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2015;91,83
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2014;91,55
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2013;90,03
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2012;90,14
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2011;89,09
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2010;87,86
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2023;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2022;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2021;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2020;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2019;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2018;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2017;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2016;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2015;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2014;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2013;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2012;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2011;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2010;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2023;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2022;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2021;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2020;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2019;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2018;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2017;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2016;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2015;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2014;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2013;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2012;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2011;""
Total Nacional;València;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2010;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2023;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2022;2,62
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2021;2,72
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2020;2,74
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2019;2,68
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2018;2,71
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2017;2,77
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2016;2,59
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2015;2,64
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2014;3,03
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2013;3,57
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2012;2,62
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2011;3,19
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2010;3,18
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2023;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2022;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2021;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2020;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2019;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2018;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2017;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2016;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2015;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2014;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2013;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2012;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2011;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2010;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2023;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2022;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2021;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2020;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2019;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2018;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2017;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2016;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2015;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2014;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2013;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2012;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2011;""
Total Nacional;València;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2010;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2023;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2022;37.596,03
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2021;35.462,56
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2020;34.367,46
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2019;34.329,84
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2018;32.954,38
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2017;31.455,78
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2016;30.724,85
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2015;29.986,64
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2014;29.093,91
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2013;28.833,7
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2012;29.302,52
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2011;31.624,94
Total Nacional;València;Renta neta media anual de los hogares (Euros);Total;2010;..
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2023;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2022;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2021;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2020;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2019;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2018;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2017;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2016;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2015;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2014;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2013;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2012;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2011;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Mujeres;2010;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2023;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2022;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2021;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2020;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2019;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2018;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2017;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2016;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2015;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2014;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2013;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2012;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2011;""
Total Nacional;València;Renta neta media anual de los hogares (Euros);Hombres;2010;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2023;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2022;15.200,55
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2021;14.348,11
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2020;13.872,64
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2019;13.642,64
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2018;13.085,89
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2017;12.453,41
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2016;12.132,74
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2015;11.858,29
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2014;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2013;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2012;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2011;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Total;2010;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2023;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2022;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2021;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2020;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2019;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2018;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2017;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2016;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2015;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2014;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2013;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2012;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2011;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Mujeres;2010;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2023;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2022;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2021;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2020;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2019;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2018;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2017;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2016;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2015;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2014;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2013;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2012;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2011;""
Total Nacional;València;Renta neta media anual por habitante (Euros);Hombres;2010;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2023;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2022;22.377,46
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2021;21.131,93
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2020;20.446,61
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2019;20.236,91
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2018;19.431,39
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2017;18.518,42
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2016;18.064,14
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2015;17.649,95
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2014;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2013;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2012;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2011;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Total;2010;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2023;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2022;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2021;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2020;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2019;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2018;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2017;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2016;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2015;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2014;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2013;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2012;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2011;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Mujeres;2010;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2023;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2022;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2021;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2020;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2019;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2018;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2017;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2016;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2015;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2014;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2013;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2012;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2011;""
Total Nacional;València;Renta neta media anual por unidad de consumo (Euros);Hombres;2010;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2023;10,94
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2022;9,64
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2021;11,96
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2020;12,2
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2019;12,37
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2018;12,24
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2017;15,44
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2016;15,39
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2015;17,3
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2014;19,08
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2013;21,27
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2012;20,21
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2011;17,96
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Total;2010;16,15
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2023;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2022;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2021;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2020;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2019;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2018;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2017;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2016;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2015;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2014;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2013;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2012;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2011;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Mujeres;2010;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2023;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2022;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2021;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2020;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2019;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2018;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2017;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2016;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2015;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2014;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2013;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2012;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2011;""
Total Nacional;Valladolid;Tasa de desempleo (Porcentaje);Hombres;2010;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2023;88,82
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2022;90,73
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2021;88,26
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2020;87,75
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2019;87,6
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2018;87,63
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2017;84,55
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2016;84,65
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2015;82,86
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2014;80,8
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2013;78,69
